Rank1,YearType,Year,Value,Unit,Attribute,Commodity,CommodityType
2544,Calendar year,2025,50.2,Pounds per capita,Pork,"Per capita meat consumption, retail weight",Livestock/Dairy
2545,Calendar year,2025,15.2,Pounds per capita,Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy
2546,Calendar year,2025,0.2,Pounds per capita,Veal,"Per capita meat consumption, retail weight",Livestock/Dairy
2547,Calendar year,2025,114.5,Pounds per capita,Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy
2548,Calendar year,2025,222.7,Pounds per capita,Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy
2549,Calendar year,2025,82293,Thousand head,"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy
2550,Calendar year,2025,58.48,Dollars per hundredweight,"Hogs, farm price",Pork,Livestock/Dairy
2551,Calendar year,2025,52.46,Dollars per hundredweight,"National base, live equivalent price",Pork,Livestock/Dairy
2552,Calendar year,2025,630,Million pounds,Beginning stocks,Pork,Livestock/Dairy
2553,Calendar year,2025,640,Million pounds,Ending stocks,Pork,Livestock/Dairy
2554,Calendar year,2025,964,Million pounds,Imports,Pork,Livestock/Dairy
2555,Calendar year,2025,28808,Million pounds,Commercial production,Pork,Livestock/Dairy
2556,Calendar year,2025,14,Million pounds,Farm production,Pork,Livestock/Dairy
2557,Calendar year,2025,28822,Million pounds,Total production,Pork,Livestock/Dairy
2558,Calendar year,2025,30416,Million pounds,Total supply,Pork,Livestock/Dairy
2559,Calendar year,2025,22278,Million pounds,Total disappearance,Pork,Livestock/Dairy
2560,Calendar year,2025,7498,Million pounds,Exports,Pork,Livestock/Dairy
2561,Calendar year,2025,69.5,Cents per pound,"Turkey, farm price",Turkey,Livestock/Dairy
2562,Calendar year,2025,104.9,Cents per pound,"Hen turkeys, National price",Turkey,Livestock/Dairy
2563,Calendar year,2025,235,Million pounds,Beginning stocks,Turkey,Livestock/Dairy
2564,Calendar year,2025,233,Million pounds,Ending stocks,Turkey,Livestock/Dairy
2565,Calendar year,2025,5907,Million pounds,Production,Turkey,Livestock/Dairy
2566,Calendar year,2025,6162,Million pounds,Total supply,Turkey,Livestock/Dairy
2567,Calendar year,2025,5247,Million pounds,Disappearance,Turkey,Livestock/Dairy
2568,Calendar year,2025,683,Million pounds,Exports,Turkey,Livestock/Dairy
2569,Calendar year,2026,31203,Thousand head,Beef cow inventory,Beef,Livestock/Dairy
2570,Calendar year,2026,94458,Thousand head,Cattle inventory,Beef,Livestock/Dairy
2571,Calendar year,2026,40676,Thousand head,Total cow inventory,Beef,Livestock/Dairy
2572,Calendar year,2026,112.44,Dollars per hundredweight,"Steers, 5-area price",Beef,Livestock/Dairy
2573,Calendar year,2026,112.75,Dollars per hundredweight,"Beef cattle, farm price",Beef,Livestock/Dairy
2574,Calendar year,2026,159.44,Dollars per hundredweight,"Calves, farm price",Beef,Livestock/Dairy
2575,Calendar year,2026,142.31,Dollars per hundredweight,"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy
2576,Calendar year,2026,650,Million pounds,Beginning stocks,Beef,Livestock/Dairy
2577,Calendar year,2026,650,Million pounds,Ending stocks,Beef,Livestock/Dairy
2578,Calendar year,2026,3245,Million pounds,Imports,Beef,Livestock/Dairy
2579,Calendar year,2026,28074,Million pounds,Commercial production,Beef,Livestock/Dairy
2580,Calendar year,2026,69,Million pounds,Farm production,Beef,Livestock/Dairy
2581,Calendar year,2026,28143,Million pounds,Total production,Beef,Livestock/Dairy
2582,Calendar year,2026,32038,Million pounds,Total supply,Beef,Livestock/Dairy
2583,Calendar year,2026,28200,Million pounds,Total disappearance,Beef,Livestock/Dairy
2584,Calendar year,2026,3188,Million pounds,Exports,Beef,Livestock/Dairy
2585,Calendar year,2026,87.7,Cents per pound,National composite price,Chicken,Livestock/Dairy
2586,Calendar year,2026,44.8,Cents per pound,"Broilers, farm price",Chicken,Livestock/Dairy
2587,Calendar year,2026,996,Million pounds,Beginning stocks,Chicken,Livestock/Dairy
2588,Calendar year,2026,1009,Million pounds,Ending stocks,Chicken,Livestock/Dairy
2589,Calendar year,2026,48107,Million pounds,Federally inspected slaughter,Chicken,Livestock/Dairy
2590,Calendar year,2026,47593,Million pounds,Production,Chicken,Livestock/Dairy
2591,Calendar year,2026,48752,Million pounds,Total supply,Chicken,Livestock/Dairy
2592,Calendar year,2026,39755,Million pounds,Disappearance,Chicken,Livestock/Dairy
2593,Calendar year,2026,7987,Million pounds,Exports,Chicken,Livestock/Dairy
2594,Market year,2026,9370,Thousand,Number of cows,Dairy,Livestock/Dairy
2595,Market year,2026,18.15,Dollars per hundredweight,All milk price,Dairy,Livestock/Dairy
2596,Market year,2026,25290,Pounds,Milk per cow,Dairy,Livestock/Dairy
2597,Market year,2026,237,Billion pounds,Milk production,Dairy,Livestock/Dairy
2598,Market year,2026,232,Billion pounds,Commercial use: Milkfat basis,Dairy,Livestock/Dairy
2599,Market year,2026,188,Billion pounds,Commercial use: Skim solids,Dairy,Livestock/Dairy
2600,Calendar year,2026,302.9,Number per capita,Per capita disappearance,Egg,Livestock/Dairy
2601,Calendar year,2026,36,Million dozen,Beginning stocks,Egg,Livestock/Dairy
2602,Calendar year,2026,37,Million dozen,Ending stocks,Egg,Livestock/Dairy
2603,Calendar year,2026,16,Million dozen,Imports,Egg,Livestock/Dairy
2604,Calendar year,2026,10272,Million dozen,Production,Egg,Livestock/Dairy
2605,Calendar year,2026,10324,Million dozen,Total supply,Egg,Livestock/Dairy
2606,Calendar year,2026,8752,Million dozen,Disappearance,Egg,Livestock/Dairy
2607,Calendar year,2026,1121,Million dozen,Hatching use,Egg,Livestock/Dairy
2608,Calendar year,2026,415,Million dozen,Exports,Egg,Livestock/Dairy
2609,Calendar year,2026,112,Cents per dozen,"Eggs, farm price",Egg,Livestock/Dairy
2610,Calendar year,2026,130.3,Cents per dozen,"New York, Grade A large price",Egg,Livestock/Dairy
2611,Calendar year,2026,56.9,Pounds per capita,Beef,"Per capita meat consumption, retail weight",Livestock/Dairy
2612,Calendar year,2026,98.5,Pounds per capita,Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy
2613,Calendar year,2026,1.1,Pounds per capita,Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy
2614,Calendar year,2026,109,Pounds per capita,Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy
2615,Calendar year,2026,1.4,Pounds per capita,Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy
2616,Calendar year,2026,50.8,Pounds per capita,Pork,"Per capita meat consumption, retail weight",Livestock/Dairy
2617,Calendar year,2026,15.2,Pounds per capita,Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy
2618,Calendar year,2026,0.2,Pounds per capita,Veal,"Per capita meat consumption, retail weight",Livestock/Dairy
2619,Calendar year,2026,115.1,Pounds per capita,Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy
2620,Calendar year,2026,224.1,Pounds per capita,Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy
2621,Calendar year,2026,83331,Thousand head,"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy
2622,Calendar year,2026,57.16,Dollars per hundredweight,"Hogs, farm price",Pork,Livestock/Dairy
2623,Calendar year,2026,51.28,Dollars per hundredweight,"National base, live equivalent price",Pork,Livestock/Dairy
2624,Calendar year,2026,640,Million pounds,Beginning stocks,Pork,Livestock/Dairy
2625,Calendar year,2026,650,Million pounds,Ending stocks,Pork,Livestock/Dairy
2626,Calendar year,2026,969,Million pounds,Imports,Pork,Livestock/Dairy
2627,Calendar year,2026,29263,Million pounds,Commercial production,Pork,Livestock/Dairy
2628,Calendar year,2026,14,Million pounds,Farm production,Pork,Livestock/Dairy
2629,Calendar year,2026,29277,Million pounds,Total production,Pork,Livestock/Dairy
2630,Calendar year,2026,30886,Million pounds,Total supply,Pork,Livestock/Dairy
2631,Calendar year,2026,22682,Million pounds,Total disappearance,Pork,Livestock/Dairy
2632,Calendar year,2026,7554,Million pounds,Exports,Pork,Livestock/Dairy
2633,Calendar year,2026,70,Cents per pound,"Turkey, farm price",Turkey,Livestock/Dairy
2634,Calendar year,2026,105.7,Cents per pound,"Hen turkeys, National price",Turkey,Livestock/Dairy
2635,Calendar year,2026,233,Million pounds,Beginning stocks,Turkey,Livestock/Dairy
2636,Calendar year,2026,231,Million pounds,Ending stocks,Turkey,Livestock/Dairy
2637,Calendar year,2026,5938,Million pounds,Production,Turkey,Livestock/Dairy
2638,Calendar year,2026,6192,Million pounds,Total supply,Turkey,Livestock/Dairy
2639,Calendar year,2026,5268,Million pounds,Disappearance,Turkey,Livestock/Dairy
2640,Calendar year,2026,693,Million pounds,Exports,Turkey,Livestock/Dairy
2641,Calendar year,2027,31300,Thousand head,Beef cow inventory,Beef,Livestock/Dairy
2642,Calendar year,2027,94768,Thousand head,Cattle inventory,Beef,Livestock/Dairy
2643,Calendar year,2027,40794,Thousand head,Total cow inventory,Beef,Livestock/Dairy
2644,Calendar year,2027,110.22,Dollars per hundredweight,"Steers, 5-area price",Beef,Livestock/Dairy
2645,Calendar year,2027,110.52,Dollars per hundredweight,"Beef cattle, farm price",Beef,Livestock/Dairy
2646,Calendar year,2027,156.18,Dollars per hundredweight,"Calves, farm price",Beef,Livestock/Dairy
2647,Calendar year,2027,139.4,Dollars per hundredweight,"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy
2648,Calendar year,2027,650,Million pounds,Beginning stocks,Beef,Livestock/Dairy
2649,Calendar year,2027,650,Million pounds,Ending stocks,Beef,Livestock/Dairy
2650,Calendar year,2027,3279,Million pounds,Imports,Beef,Livestock/Dairy
2651,Calendar year,2027,28384,Million pounds,Commercial production,Beef,Livestock/Dairy
2652,Calendar year,2027,69,Million pounds,Farm production,Beef,Livestock/Dairy
2653,Calendar year,2027,28453,Million pounds,Total production,Beef,Livestock/Dairy
2654,Calendar year,2027,32382,Million pounds,Total supply,Beef,Livestock/Dairy
2655,Calendar year,2027,28510,Million pounds,Total disappearance,Beef,Livestock/Dairy
2656,Calendar year,2027,3221,Million pounds,Exports,Beef,Livestock/Dairy
2657,Calendar year,2027,86.7,Cents per pound,National composite price,Chicken,Livestock/Dairy
2658,Calendar year,2027,44.3,Cents per pound,"Broilers, farm price",Chicken,Livestock/Dairy
2659,Calendar year,2027,1009,Million pounds,Beginning stocks,Chicken,Livestock/Dairy
2660,Calendar year,2027,1023,Million pounds,Ending stocks,Chicken,Livestock/Dairy
2661,Calendar year,2027,48748,Million pounds,Federally inspected slaughter,Chicken,Livestock/Dairy
2662,Calendar year,2027,48226,Million pounds,Production,Chicken,Livestock/Dairy
2663,Calendar year,2027,49401,Million pounds,Total supply,Chicken,Livestock/Dairy
2664,Calendar year,2027,40262,Million pounds,Disappearance,Chicken,Livestock/Dairy
2665,Calendar year,2027,8116,Million pounds,Exports,Chicken,Livestock/Dairy
2666,Market year,2027,9375,Thousand,Number of cows,Dairy,Livestock/Dairy
2667,Market year,2027,18.55,Dollars per hundredweight,All milk price,Dairy,Livestock/Dairy
2668,Market year,2027,25540,Pounds,Milk per cow,Dairy,Livestock/Dairy
2669,Market year,2027,239,Billion pounds,Milk production,Dairy,Livestock/Dairy
2670,Market year,2027,234,Billion pounds,Commercial use: Milkfat basis,Dairy,Livestock/Dairy
2671,Market year,2027,190,Billion pounds,Commercial use: Skim solids,Dairy,Livestock/Dairy
2672,Calendar year,2027,306.4,Number per capita,Per capita disappearance,Egg,Livestock/Dairy
2673,Calendar year,2027,37,Million dozen,Beginning stocks,Egg,Livestock/Dairy
2674,Calendar year,2027,38,Million dozen,Ending stocks,Egg,Livestock/Dairy
2675,Calendar year,2027,16,Million dozen,Imports,Egg,Livestock/Dairy
2676,Calendar year,2027,10446,Million dozen,Production,Egg,Livestock/Dairy
2677,Calendar year,2027,10499,Million dozen,Total supply,Egg,Livestock/Dairy
2678,Calendar year,2027,8911,Million dozen,Disappearance,Egg,Livestock/Dairy
2679,Calendar year,2027,1126,Million dozen,Hatching use,Egg,Livestock/Dairy
2680,Calendar year,2027,425,Million dozen,Exports,Egg,Livestock/Dairy
2681,Calendar year,2027,114.4,Cents per dozen,"Eggs, farm price",Egg,Livestock/Dairy
2682,Calendar year,2027,133,Cents per dozen,"New York, Grade A large price",Egg,Livestock/Dairy
2683,Calendar year,2027,57.2,Pounds per capita,Beef,"Per capita meat consumption, retail weight",Livestock/Dairy
2684,Calendar year,2027,99.1,Pounds per capita,Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy
2685,Calendar year,2027,1.1,Pounds per capita,Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy
2686,Calendar year,2027,109.4,Pounds per capita,Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy
2687,Calendar year,2027,1.4,Pounds per capita,Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy
2688,Calendar year,2027,50.9,Pounds per capita,Pork,"Per capita meat consumption, retail weight",Livestock/Dairy
2689,Calendar year,2027,15.2,Pounds per capita,Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy
2690,Calendar year,2027,0.2,Pounds per capita,Veal,"Per capita meat consumption, retail weight",Livestock/Dairy
2691,Calendar year,2027,115.7,Pounds per capita,Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy
2692,Calendar year,2027,225.1,Pounds per capita,Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy
2693,Calendar year,2027,83770,Thousand head,"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy
2694,Calendar year,2027,57.08,Dollars per hundredweight,"Hogs, farm price",Pork,Livestock/Dairy
2695,Calendar year,2027,51.21,Dollars per hundredweight,"National base, live equivalent price",Pork,Livestock/Dairy
2696,Calendar year,2027,650,Million pounds,Beginning stocks,Pork,Livestock/Dairy
2697,Calendar year,2027,660,Million pounds,Ending stocks,Pork,Livestock/Dairy
2698,Calendar year,2027,974,Million pounds,Imports,Pork,Livestock/Dairy
2699,Calendar year,2027,29510,Million pounds,Commercial production,Pork,Livestock/Dairy
2700,Calendar year,2027,14,Million pounds,Farm production,Pork,Livestock/Dairy
2701,Calendar year,2027,29524,Million pounds,Total production,Pork,Livestock/Dairy
2702,Calendar year,2027,31147,Million pounds,Total supply,Pork,Livestock/Dairy
2703,Calendar year,2027,22876,Million pounds,Total disappearance,Pork,Livestock/Dairy
2704,Calendar year,2027,7611,Million pounds,Exports,Pork,Livestock/Dairy
2705,Calendar year,2027,69.7,Cents per pound,"Turkey, farm price",Turkey,Livestock/Dairy
2706,Calendar year,2027,105.3,Cents per pound,"Hen turkeys, National price",Turkey,Livestock/Dairy
2707,Calendar year,2027,231,Million pounds,Beginning stocks,Turkey,Livestock/Dairy
2708,Calendar year,2027,229,Million pounds,Ending stocks,Turkey,Livestock/Dairy
2709,Calendar year,2027,5970,Million pounds,Production,Turkey,Livestock/Dairy
2710,Calendar year,2027,6224,Million pounds,Total supply,Turkey,Livestock/Dairy
2711,Calendar year,2027,5293,Million pounds,Disappearance,Turkey,Livestock/Dairy
2712,Calendar year,2027,701,Million pounds,Exports,Turkey,Livestock/Dairy
2713,Calendar year,2028,31366,Thousand head,Beef cow inventory,Beef,Livestock/Dairy
2714,Calendar year,2028,95017,Thousand head,Cattle inventory,Beef,Livestock/Dairy
2715,Calendar year,2028,40880,Thousand head,Total cow inventory,Beef,Livestock/Dairy
2716,Calendar year,2028,108.14,Dollars per hundredweight,"Steers, 5-area price",Beef,Livestock/Dairy
2717,Calendar year,2028,108.43,Dollars per hundredweight,"Beef cattle, farm price",Beef,Livestock/Dairy
2718,Calendar year,2028,153.17,Dollars per hundredweight,"Calves, farm price",Beef,Livestock/Dairy
2719,Calendar year,2028,136.71,Dollars per hundredweight,"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy
2720,Calendar year,2028,650,Million pounds,Beginning stocks,Beef,Livestock/Dairy
2721,Calendar year,2028,650,Million pounds,Ending stocks,Beef,Livestock/Dairy
2722,Calendar year,2028,3309,Million pounds,Imports,Beef,Livestock/Dairy
2723,Calendar year,2028,28680,Million pounds,Commercial production,Beef,Livestock/Dairy
2724,Calendar year,2028,69,Million pounds,Farm production,Beef,Livestock/Dairy
2725,Calendar year,2028,28749,Million pounds,Total production,Beef,Livestock/Dairy
2726,Calendar year,2028,32708,Million pounds,Total supply,Beef,Livestock/Dairy
2727,Calendar year,2028,28807,Million pounds,Total disappearance,Beef,Livestock/Dairy
2728,Calendar year,2028,3251,Million pounds,Exports,Beef,Livestock/Dairy
2729,Calendar year,2028,85.9,Cents per pound,National composite price,Chicken,Livestock/Dairy
2730,Calendar year,2028,43.9,Cents per pound,"Broilers, farm price",Chicken,Livestock/Dairy
2731,Calendar year,2028,1023,Million pounds,Beginning stocks,Chicken,Livestock/Dairy
2732,Calendar year,2028,1036,Million pounds,Ending stocks,Chicken,Livestock/Dairy
